traditional,simplified
,唇
,唠
,唢
,唤
,啖
,啧
,啬
,啰
,啸
,喂
,喷
,嗑
,嘘
,嘤
,嘱
,堃
,堑
,堕
,壳
,壶
,夹
,奎
,奚
,奸
,妊
,妍
,妒
,妓
,妖
,妗
,妨
,姗
,姝
,姣
,姪
,娄
,娅
,娆
,娇
,娓
,娠
,娣
,娩
,娱
,娴
,娶
,娼
,婀
,婞
,婧
,婪
,婴
,婵
,媚
,嫂
,嫉
,孚
,寰
,尕
,尘
,尧
,尬
,尴
,尸
,屉
,届
,屐
,屡
,岂
,岌
,岘
,峇
,峋
,峙
,峦
,巩
,巫
,巽
,帼
,彦
,彻
,徕
,忱
,忾
,怂
,怜
,怠
,怦
,恃
,恙
,恣
,恬
,恵
,恶
,恹
,悖
,悦
,悴
,愕
,愣
,抛
,抠
,护
,抨
,拄
,拌
,拗
,拙
,拮
,拯
,拴
,拷
,拽
,挂
,挚
,挛
,挝
,挞
,挟
,挠
,挣
,挥
,捂
,捅
,捆
,捋
,捎
,捞
,损
,捡
,换
,掬
,掮
,掰
,掳
,掴
,掷
,掸
,掺
,掼
,揉
,揖
,揪
,揺
,揽
,揾
,搀
,搁
,搅
,摄
,摇
,摈
,摊
,摒
,撅
,撇
,撑
,撕
,撮
,撰
,擀
,擘
,攒
,攫
,攸
,敛
,敝
,敷
,斓
,斟
,斡
,旷
,昕
,昙
,昵
,昶
,昼
,显
,晒
,晓
,晕
,晖
,晦
,暄
,暌
,暾
,朦
,杖
,杞
,杠
,杪
,杰
,杷
,枇
,枉
,枞
,枢
,枣
,枭
,枱
,枷
,枸
,柑
,柜
,柠
,柩
,栃
,栅
,栓
,栖
,栢
,栾
,桀
,桉
,桎
,档
,桧
,桨
,桩
,梏
,棨
,椋
,椐
,椪
,椭
,楠
,楯
,楷
,楸
,楽
,榄
,榈
,槛
,槟
,槿
,横
,橱
,橿
,檬
,歼
,殁
,殃
,殇
,残
,殒
,殓
,殡
,殴
,毂
,氾
,汙
,汞
,汹
,沌
,沐
,沛
,沟
,沪
,沮
,沱
,沾
,泌
,泓
,泞
,泮
,泯
,泸
,洁
,洒
,洩
,洹
,洼
,浅
,浆
,浇
,浊
,浣
,涎
,涕
,涛
,涝
,涟
,涠
,涡
,涤
,润
,涩
,涿
,淆
,淖
,淞
,淫
,淬
,淮
,渊
,渋
,渌
,渍
,渎
,渕
,渗
,渥
,温
,渭
,渺
,渼
,湾
,湿
,溃
,溉
,溥
,溧
,滁
,滂
,滚
,滝
,满
,滢
,滤
,滥
,滦
,滨
,滩
,漉
,漩
,漱
,潇
,潍
,潜
,潢
,潦
,潼
,澍
,澜
,濑
,濒
,灶
,灿
,炉
,炊
,炖
,炜
,炯
,炼
,炽
,烁
,烂
,烊
,烘
,烙
,烜
,烦
,烧
,烨
,烩
,烫
,烬
,焕
,焗
,焙
,熨
,爷
,牍
,犹
,狄
,狈
,狙
,狞
,狠
,狡
,狩
,狭
,狮
,狰
,狱
,狲
,猁
,猎
,猕
,猖
,猝
,猞
,猥
,猾
,獗
,獠
,獭
,獾
,玖
,玛
,玟
,玮
,环
,珂
,珅
,珈
,珏
,珑
,珮
,珺
,琐
,琥
,琦
,琨
,琰
,琹
,琼
,瑛
,瓯
,瓴
,甄
,甭
,甯
,画
,畅
,畏
,畴
,畸
,疗
,疚
,疟
,疡
,疣
,疤
,疮
,疯
,疱
,疴
,疵
,疹
,疼
,痉
,痊
,痍
,痔
,痤
,痪
,痫
,痴
,痹
,痿
,瘀
,瘁
,瘤
,瘪
,瘫
,瘾
,癫
,癸
,皂
,皈
,皋
,皑
,皱
,皲
,皿
,盂
,盅
,盏
,盐
,监
,盖
,盗
,盥
,盹
,眈
,眩
,眯
,眷
,睁
,睒
,睦
,睬
,睽
,睾
,瞒
,矢
,矩
,矫
,矶
,矿
,码
,砌
,砖
,砚
,砝
,砥
,砰
,砷
,砾
,础
,硅
,硕
,硫
,确
,碁
,碇
,碉
,碍
,碛
,碱
,碴
,碾
,磊
,磐
,磡
,磺
,礑
,礼
,祇
,祎
,祐
,祕
,祛
,祠
,祯
,祷
,祸
,祺
,禀
,禄
,禅
,禧
,禹
,禺
,秃
,种
,秣
,秽
,稔
,稙
,稚
,穴
,穷
,窃
,窈
,窍
,窑
,窒
,窕
,窖
,窘
,窜
,窝
,窥
,窦
,窨
,窪
,窿
,竖
,竞
,笃
,笋
,笔
,笛
,笞
,笠
,笨
,笹
,笺
,笼
,筏
,筐
,筑
,筛
,筝
,筱
,筵
,筹
,简
,箍
,箝
,箩
,箬
,篆
,篓
,篪
,籁
,类
,粄
,粕
,粛
,粤
,粥
,粪
,粮
,粿
,糅
,糗
,糙
,糜
,系
,绫
,绮
,绯
,维
,绶
,绷
,缄
,缅
,缇
,缈
,缉
,缎
,缔
,编
,缚
,缛
,缪
,缰
,缸
,罹
,羁
,羞
,羡
,羹
,羿
,翘
,翟
,翡
,耄
,耆
,耋
,耘
,耙
,耦
,耸
,耻
,耽
,聂
,聋
,聿
,肃
,肋
,肚
,肠
,肤
,肪
,肮
,肾
,肿
,胀
,胁
,胆
,胗
,胚
,胛
,胧
,胪
,胱
,胳
,脉
,脏
,脐
,艮
,芜
,芡
,芦
,苒
,苓
,苛
,苞
,苟
,苯
,茁
,茄
,茜
,茧
,茸
,荆
,荐
,荚
,荟
,荠
,荣
,荧
,荫
,药
,荳
,莅
,莆
,莒
,莠
,莪
,莱
,觅
,觋
,觑
,讣
,讥
,讦
,讳
,讴
,讷
,讹
,诃
,诏
,诟
,诠
,诡
,询
,诣
,诧
,诩
,诫
,诬
,诮
,误
,诱
,诵
,诹
,诽
,谆
,谍
,谏
,谒
,谕
,谘
,谙
,谚
,谛
,谤
,谩
,谲
,谵
,败
,贮
,贻
,贼
,贿
,赂
,赃
,赈
,赊
,赐
,赘
,赝
,赢
,踌
,蹒
,躏
,轧
,轭
,轰
,轶
,辄
,辍
,辕
,辗
,辙
,辞
,辩
,邝
,郏
,郓
,酝
,钉
,钌
,钍
,钒
,钚
,钝
,钡
,钣
,钦
,钨
,钮
,钲
,钳
,钵
,钾
,铆
,铈
,铌
,铎
,铐
,铑
,铟
,铠
,铡
,铤
,铬
,铮
,铯
,铰
,铱
,铵
,铼
,铽
,锈
,锉
,锕
,锗
,锚
,锢
,锤
,锥
,锯
,锱
,锶
,镀
,镁
,镊
,镕
,镛
,镝
,镬
,镭
,镯
,长
,闫
,问
,闰
,闷
,闹
,阆
,阎
,阙
,阳
,陨
,隽
,雳
,雹
,雾
,霁
,霭
,韧
,韩
,韬
,页
,顶
,顷
,项
,顺
,须
,顼
,顽
,顾
,顿
,颁
,颂
,预
,颅
,领
,颇
,颈
,颊
,颐
,频
,颓
,颖
,颗
,颜
,额
,颠
,颤
,颧
,馋
,馔
,馕
,驴
,驿
,骁
,骂
,骅
,骇
,骐
,骜
,骡
,骤
,髅
,鲃
,鲇
,鲈
,鲟
,鲣
,鲭
,鲱
,鲷
,鳀
,鳄
,鳅
,鳔
,鳝
,鳟
,鸠
,鸢
,鸵
,鹃
,鹘
,鹛
,鹦
,鹫
,黙
,齿
,龄
,龈
㝠,冥
一,
丁,
七,
丈,
三,
上,
下,
不,
丐,
且,
世,
丘,
丙,
丟,丢
並,并
丨,
丫,
中,
串,
丸,
丹,
主,
乃,
久,
之,
乍,
乎,
乏,
乒,
乓,
乖,
乘,
乙,
九,
乞,
也,
乳,
乾,干
亂,乱
了,
予,
事,
二,
互,
五,
井,
亙,亘
些,
亞,亚
亟,
亡,
亢,
交,
亥,
亦,
亨,
享,
京,
亭,
亮,
人,
仁,
仇,
今,
介,
仍,
仔,
仕,
他,
仗,
付,
仙,
仞,
仟,
仡,
代,
令,
以,
仨,
仰,
仲,
件,
任,
份,
仿,
企,
伉,
伊,
伍,
伎,
伏,
伐,
休,
伯,
估,
伴,
伸,
伺,
似,
伽,
佃,
但,
佇,伫
佈,
位,
低,
住,
佐,
佑,
佔,
何,
佘,
余,
佚,
佛,
作,
佝,
你,
佣,
佤,
佩,
佬,
佰,
佳,
佴,
併,
佼,
使,
侃,
侄,
來,
侈,
例,
侍,
侏,
侖,
侗,
供,
依,
侣,
侥,
侮,
侯,
侵,
侶,
便,
係,
促,
俄,
俊,
俏,
俐,
俑,
俗,
俘,
俚,
保,
俞,
俠,侠
信,
修,
俯,
俱,
俳,
俵,
俾,
倀,伥
倆,俩
倉,仓
個,个
倍,
倏,
們,们
倒,
倔,
倖,
倘,
候,
倚,
借,
倡,
倣,
倦,
倩,
倪,
倫,伦
值,
假,
偉,伟
偌,
偎,
偏,
偕,
做,
停,
健,
側,侧
偵,侦
偶,
偷,
偽,伪
傀,
傅,
傈,
傍,
傑,
傘,伞
備,备
傚,
傢,
傣,
催,
傭,
傲,
傳,传
債,债
傷,伤
傻,
傾,倾
僂,偻
僅,仅
像,
僑,侨
僕,仆
僚,
僧,
僱,
僳,
僵,
價,价
僻,
儀,仪
儂,侬
億,亿
儉,俭
儋,
儒,
儕,侪
儘,尽
償,偿
儡,
優,优
儲,储
儷,俪
儺,
儼,俨
兀,
允,
元,
兄,
充,
兆,
兇,凶
先,
光,
克,
兌,
免,
兑,
兒,儿
兔,
兜,
兢,
入,
內,内
全,
兩,两
八,
公,
六,
兮,
共,
兵,
其,
具,
典,
兼,
冀,
冉,
冊,册
再,
冒,
冕,
冗,
冠,
冢,
冬,
冰,
决,
况,
冶,
冷,
冼,
冽,
凇,
凈,
凋,
凌,
凍,冻
减,
凖,准
凜,凛
凝,
凡,
凰,
凱,凯
凳,
凸,
凹,
出,
函,
刀,
刃,
分,
切,
刈,
刊,
刑,
列,
初,
判,
別,
刨,
利,
刪,删
别,
刮,
到,
制,
刷,
券,
刺,
刻,
剁,
剃,
則,则
削,
前,
剎,刹
剔,
剖,
剛,刚
剝,剥
剩,
剪,
副,
割,
創,创
剷,
剿,
劃,划
劇,剧
劈,
劉,刘
劍,剑
劑,剂
力,
功,
加,
劣,
助,
努,
劫,
劬,
劵,
劼,
劾,
勁,劲
勃,
勇,
勉,
勐,
勒,
動,动
勘,
務,务
勛,勋
勝,胜
勞,劳
募,
勢,势
勤,
勳,勋
勵,励
勸,劝
勺,
勻,匀
勾,
勿,
包,
匆,
匈,
匕,
化,
北,
匙,
匠,
匡,
匣,
匪,
匯,汇
匱,匮
匹,
匾,
匿,
區,区
十,
千,
升,
午,
卉,
半,
卑,
卒,
卓,
協,协
南,
博,
卜,
卞,
占,
卡,
卣,
卦,
卯,
印,
危,
即,
卵,
卷,
卸,
卺,
卻,却
卿,
厄,
厚,
厝,
原,
厠,厕
厥,
厭,厌
厮,
厲,厉
去,
參,叁
參,参
叄,叁
又,
叉,
及,
友,
反,
叒,
叔,
叕,
取,
受,
叛,
叠,
叢,丛
口,
古,
句,
另,
叨,
叩,
只,
叫,
召,
叭,
叮,
可,
叱,
史,
右,
叵,
司,
叻,
叼,
吁,
吃,
各,
吆,
合,
吉,
吊,
吋,
同,
名,
后,
吏,
吐,
向,
吒,
君,
吝,
吞,
吟,
吠,
否,
吧,
含,
吱,
吳,吴
吵,
吶,呐
吸,
吹,
吻,
吼,
吾,
呀,
呂,吕
呆,
呈,
告,
呎,
呢,
呦,
周,
呱,
味,
呵,
呷,
呻,
呼,
命,
咀,
咂,
咄,
咆,
咋,
和,
咎,
咒,
咔,
咕,
咖,
咚,
咤,
咧,
咨,
咩,
咪,
咫,
咬,
咯,
咱,
咳,
咸,
咽,
哀,
品,
哄,
哆,
哇,
哈,
哉,
哎,
員,员
哥,
哦,
哨,
哩,
哪,
哭,
哮,
哲,
哺,
哽,
唁,
唄,呗
唆,
唏,
唐,
唑,
唬,
售,
唯,
唱,
唳,
唾,
啃,
商,
啊,
問,
啓,启
啕,
啞,哑
啟,
啡,
啤,
啥,
啦,
啪,
啲,
啶,
啼,
啾,
喀,
喃,
善,
喆,
喇,
喉,
喊,
喋,
喔,
喘,
喙,
喚,
喜,
喝,
喧,
喪,丧
喬,乔
單,单
喰,
喱,
喲,哟
喳,
喵,
喹,
喻,
嗅,
嗆,呛
嗎,吗
嗓,
嗖,
嗚,呜
嗜,
嗝,
嗟,
嗡,
嗣,
嗨,
嗩,
嗪,
嗯,
嗶,哔
嗽,
嘆,叹
嘈,
嘉,
嘍,
嘎,
嘔,呕
嘗,尝
嘛,
嘞,
嘟,
嘧,
嘩,哗
嘯,
嘰,叽
嘲,
嘴,
嘹,
嘻,
嘿,
噎,
噠,哒
噢,
噤,
器,
噩,
噪,
噬,
噱,
噴,
噶,
噸,吨
噻,
噼,
嚄,
嚇,吓
嚎,
嚏,
嚐,
嚓,
嚨,咙
嚮,
嚴,严
嚼,
嚿,
囂,嚣
囊,
囚,
四,
囝,
回,
因,
囤,
囧,
囪,
困,
囹,
固,
圄,
圈,
國,国
圍,围
園,园
圓,圆
圖,图
團,团
圜,
土,
在,
圩,
圭,
地,
圳,
圾,
址,
坂,
均,
坊,
坍,
坎,
坐,
坑,
坡,
坤,
坦,
坪,
坷,
垂,
垃,
型,
垚,
垠,
垣,
垮,
垸,
埂,
埃,
埋,
城,
埔,
埕,
埗,
域,
埠,
執,执
埸,
培,
基,
埼,
堀,
堂,
堅,坚
堆,
堊,垩
堡,
堤,
堪,
堰,
報,报
場,场
堵,
堺,
塊,块
塌,
塑,
塔,
塗,
塘,
塙,
塚,
塞,
塢,坞
填,
塵,
塾,
境,
墅,
墊,垫
墓,
墜,坠
增,
墟,
墨,
墩,
墳,坟
墻,
墾,垦
壁,
壇,坛
壑,
壓,压
壘,垒
壞,坏
壟,垄
壢,坜
壤,
壩,坝
士,
壬,
壯,壮
壹,
壺,
壽,寿
夏,
夕,
外,
多,
夜,
夠,够
夢,梦
夥,伙
大,
天,
太,
夫,
央,
夯,
失,
夷,
夸,
夾,
奄,
奇,
奈,
奉,
奏,
奐,
契,
奔,
奕,
套,
奘,
奠,
奢,
奧,奥
奪,夺
奮,奋
女,
奴,
奶,
她,
奼,
好,
如,
妃,
妄,
妙,
妝,妆
妥,
妮,
妹,
妻,
姆,
始,
姍,
姐,
姑,
姓,
委,
姚,
姜,
姥,
姨,
姬,
姻,
姿,
威,
娃,
娑,
娘,
娛,
娜,
娟,
娥,
婆,
婉,
婚,
婦,妇
婭,
婷,
婺,
婿,
媒,
媛,
媲,
媳,
媽,妈
嫁,
嫌,
嫖,
嫣,
嫦,
嫩,
嫻,
嬉,
嬋,
嬌,
孀,
子,
孔,
孕,
字,
存,
孜,
孝,
孟,
孢,
季,
孤,
孩,
孫,孙
孰,
孵,
學,学
孺,
孿,
它,
宅,
宇,
守,
安,
宋,
完,
宏,
宕,
宗,
官,
宙,
定,
宛,
宜,
客,
宣,
室,
宮,宫
宰,
害,
宴,
宵,
家,
宸,
容,
宿,
寂,
寃,冤
寄,
寅,
密,
寇,
富,
寐,
寒,
寓,
寞,
察,
寡,
寢,寝
寥,
實,实
寧,宁
寨,
審,审
寫,写
寬,宽
寮,
寵,宠
寶,宝
寸,
寺,
封,
射,
將,将
專,专
尉,
尊,
尋,寻
對,对
導,导
小,
少,
尖,
尚,
尤,
就,
尷,
尹,
尺,
尼,
尾,
尿,
局,
屁,
居,
屆,
屈,
屋,
屍,
屎,
屏,
屑,
展,
屠,
屢,
層,层
履,
屬,属
屯,
山,
屹,
岐,
岑,
岔,
岜,
岡,冈
岩,
岬,
岱,
岳,
岷,
岸,
峒,
峨,
峪,
峭,
峯,
峰,
島,岛
峻,
峽,峡
崇,
崎,
崐,
崑,
崔,
崖,
崗,岗
崙,仑
崛,
崧,
崩,
崴,
崽,
嵊,
嵌,
嵐,岚
嵙,
嵩,
嶂,
嶄,崭
嶇,岖
嶋,
嶗,
嶙,
嶺,岭
嶼,屿
嶽,
巋,
巍,
巒,
巔,巅
巖,
川,
州,
巡,
巢,
工,
左,
巧,
巨,
差,
己,
已,
巳,
巴,
巷,
巾,
巿,
市,
布,
帆,
希,
帕,
帖,
帘,
帛,
帝,
帥,帅
带,
師,师
席,
帳,帐
帶,
帷,
常,
帽,
幀,帧
幂,
幅,
幌,
幔,
幕,
幟,帜
幢,
幣,币
幫,帮
平,
年,
幸,
幹,
幻,
幼,
幽,
幾,几
庇,
床,
序,
庐,
底,
店,
庚,
府,
度,
座,
庫,库
庭,
庵,
庶,
康,
庸,
廁,厕
廂,厢
廈,厦
廉,
廊,
廋,
廓,
廖,
廚,厨
廟,庙
廠,厂
廢,废
廣,广
廳,厅
延,
廷,
建,
弄,
弈,
弊,
弋,
式,
弓,
引,
弗,
弘,
弛,
弜,
弟,
弦,
弧,
弩,
弭,
弱,
張,张
弶,
強,强
彈,弹
彌,弥
彎,弯
彗,
彙,
彝,
形,
彤,
彥,
彧,
彩,
彪,
彬,
彭,
彰,
影,
彷,
役,
彼,
彿,
往,
征,
待,
很,
徊,
律,
後,
徐,
徑,径
徒,
得,
徘,
徙,
從,从
御,
復,复
循,
微,
徵,
德,
徹,
徽,
心,
必,
忌,
忍,
忐,
忑,
忒,
志,
忘,
忙,
忠,
忡,
快,
念,
忽,
忿,
怎,
怒,
怕,
怖,
思,
怡,
急,
性,
怨,
怪,
怯,
恆,恒
恍,
恐,
恕,
恢,
恤,
恨,
恩,
恪,
恫,
恭,
息,
恰,
悄,
悅,
悉,
悍,
悔,
悚,
悟,
悠,
患,
您,
悲,
悳,
悸,
悼,
情,
惇,
惋,
惑,
惕,
惘,
惚,
惜,
惟,
惠,
惡,
惦,
惰,
惱,恼
想,
惶,
惹,
惺,
愁,
愈,
愉,
意,
愚,
愛,爱
愜,惬
感,
愧,
愫,
愴,怆
愷,恺
愾,
慈,
態,态
慌,
慎,
慕,
慘,惨
慚,
慜,
慢,
慣,惯
慧,
慨,
慮,虑
慰,
慳,悭
慵,
慶,庆
慷,
慾,
憂,忧
憊,惫
憋,
憎,
憑,凭
憓,
憔,
憚,惮
憤,愤
憧,
憨,
憩,
憫,悯
憬,
憲,宪
憶,忆
憷,
憾,
懂,
懇,恳
懈,
應,应
懊,
懑,
懒,
懟,怼
懦,
懲,惩
懵,
懶,
懷,怀
懸,悬
懺,忏
懼,惧
懾,慑
懿,
戀,恋
戈,
戊,
戌,
戍,
戎,
成,
我,
戒,
或,
戚,
戛,
戟,
截,
戮,
戰,战
戲,戏
戳,
戴,
戶,户
房,
所,
扁,
扇,
手,
才,
扒,
打,
扔,
托,
扣,
扭,
扮,
扯,
扳,
扶,
批,
找,
承,
技,
抄,
抉,
把,
抑,
抒,
抓,
投,
抖,
抗,
折,
披,
抬,
抱,
抵,
抹,
押,
抽,
拂,
担,
拆,
拈,
拉,
拋,
拍,
拎,
拐,
拒,
拓,
拔,
拖,
拘,
拚,
招,
拜,
括,
拭,
拱,
拳,
拼,
拾,
拿,
持,
指,
按,
挑,
挖,
挨,
挪,
挫,
振,
挺,
挽,
挾,
捉,
捍,
捏,
捐,
捕,
捧,
捨,
捩,
捫,扪
据,
捲,
捶,
捷,
掀,
掃,扫
掄,抡
授,
掉,
掌,
掏,
掐,
排,
掖,
掘,
掛,
掠,
採,
探,
掣,
接,
控,
推,
掩,
措,
揀,拣
描,
提,
插,
揚,扬
換,
握,
揣,
揭,
揮,
援,
揹,
損,
搏,
搓,
搖,
搗,捣
搜,
搞,
搤,扼
搪,
搬,
搭,
搶,抢
携,
摃,扛
摆,
摔,
摘,
摧,
摩,
摯,
摸,
摹,
摻,
撂,
撆,
撈,
撐,
撒,
撞,
撣,
撤,
撥,拨
撫,抚
撬,
播,
撲,扑
撼,
撾,
撿,
擁,拥
擂,
擅,
擇,择
擊,
擋,挡
操,
擎,
擔,
據,
擠,挤
擦,
擬,拟
擰,拧
擱,
擲,
擴,扩
擺,摆
擾,扰
攀,
攏,拢
攔,拦
攘,
攙,
攜,
攝,
攤,
攪,
攬,
支,
收,
改,
攻,
放,
政,
故,
效,
敏,
救,
敖,
敗,
敘,叙
教,
敞,
敢,
散,
敦,
敬,
敲,
整,
敵,敌
數,数
斃,毙
文,
斌,
斐,
斑,
斕,
料,
斜,
斤,
斥,
斧,
斬,斩
斯,
新,
斷,断
方,
於,于
施,
旁,
旅,
旋,
旎,
族,
旖,
旗,
既,
日,
旦,
旨,
早,
旬,
旭,
旱,
旳,
旺,
旻,
昂,
昆,
昇,
昊,
昌,
明,
昏,
易,
昔,
星,
映,
春,
昧,
昨,
昭,
是,
昱,
昺,
時,时
晃,
晉,晋
晏,
晚,
晝,
晟,
晤,
晨,
普,
景,
晰,
晴,
晶,
晸,
智,
晾,
暇,
暈,
暉,
暑,
暖,
暗,
暢,
暨,
暫,暂
暮,
暱,
暴,
暹,
曆,
曉,
曙,
曜,
曝,
曠,
曦,
曬,
曰,
曲,
曳,
更,
書,书
曹,
曼,
曾,
替,
最,
會,会
月,
有,
朋,
服,
朔,
朗,
望,
朝,
期,
朥,
木,
未,
末,
本,
札,
朱,
朵,
朽,
杆,
杉,
李,
杏,
材,
村,
杜,
束,
来,
杭,
杯,
東,东
松,
板,
极,
构,
析,
枕,
林,
枚,
果,
枝,
枯,
架,
枹,
柄,
柏,
某,
柒,
染,
柔,
柚,
柞,
查,
柬,
柯,
柱,
柳,
柴,
柿,
标,
栗,
